,0
59045,candidato
59046,de
59047,la
59048,coalición
59049,juntos
59050,haremos
59051,historia
59052,a
59053,la
59054,presidencia
59055,de
59056,méxico
59057,participó
59058,en
59059,el
59060,diálogo
59061,por
59062,la
59063,paz
59064,y
59065,la
59066,justicia
59067,la
59068,agenda
59069,fundamental
59070,donde
59071,se
59072,trataron
59073,cinco
59074,temas
59075,como
59076,seguridad
59077,política
59078,de
59079,drogas
59080,fiscalía
59081,autónoma
59082,e
59083,independiente
59084,comisión
59085,de
59086,la
59087,verdad
59088,y
59089,mecanismos
59090,internacionales
59091,agradeció
59092,que
59093,lo
59094,hayan
59095,invitado
59096,a
59097,tener
59098,un
59099,diálogo
59100,circular
59101,en
59102,esta
59103,comunicación
59104,con
59105,mensajes
59106,de
59107,ida
59108,y
59109,vuelta
59110,sobre
59111,el
59112,tema
59113,tan
59114,doloroso
59115,para
59116,méxico
59117,que
59118,es
59119,el
59120,de
59121,las
59122,víctimas
59123,de
59124,la
59125,violencia
59126,en
59127,la
59128,sesión
59129,de
59130,preguntas
59131,y
59132,respuestas
59133,lópez
59134,obrador
59135,dijo
59136,que
59137,para
59138,sus
59139,adversarios
59140,todo
59141,se
59142,resuelve
59143,con
59144,el
59145,uso
59146,de
59147,la
59148,fuerza
59149,medidas
59150,coercitivas
59151,leyes
59152,más
59153,severas
59154,cárceles
59155,amenazas
59156,de
59157,mano
59158,dura
59159,y
59160,la
59161,diferencia
59162,es
59163,que
59164,nosotros
59165,sostenemos
59166,que
59167,la
59168,paz
59169,y
59170,la
59171,tranquilidad
59172,son
59173,fruto
59174,de
59175,la
59176,justicia
59177,señaló
59178,que
59179,como
59180,no
59181,va
59182,a
59183,haber
59184,inseguridad
59185,y
59186,violencia
59187,en
59188,el
59189,país
59190,si
59191,desde
59192,hace
59193,años
59194,no
59195,hay
59196,crecimiento
59197,económico
59198,sin
59199,generar
59200,empleos
59201,si
59202,no
59203,hay
59204,crecimiento
59205,económico
59206,no
59207,hay
59208,empleos
59209,si
59210,no
59211,hay
59212,empleos
59213,no
59214,hay
59215,bienestar
59216,si
59217,no
59218,hay
59219,bienestar
59220,no
59221,puede
59222,haber
59223,paz
59224,y
59225,tranquilidad
59226,dialogo
59227,por
59228,la
59229,paz
59230,mencionó
59231,que
59232,hay
59233,quienes
59234,no
59235,aceptan
59236,que
59237,la
59238,inseguridad
59239,existe
59240,por
59241,no
59242,atender
59243,las
59244,causas
59245,solo
59246,es
59247,profesionalizar
59248,a
59249,la
59250,policía
59251,consideró
59252,que
59253,debe
59254,de
59255,haber
59256,voluntad
59257,política
59258,del
59259,presidente
59260,de
59261,méxico
59262,para
59263,que
59264,haya
59265,justicia
59266,no
59267,haya
59268,impunidad
59269,se
59270,respete
59271,los
59272,derechos
59273,humanos
59274,y
59275,el
59276,principal
59277,cómo
59278,es
59279,el
59280,recto
59281,proceder
59282,del
59283,presidente
59284,porque
59285,si
59286,el
59287,presidente
59288,es
59289,corrupto
59290,todos
59291,van
59292,a
59293,ser
59294,corruptos
59295,en
59296,el
59297,país
59298,hay
59299,un
59300,sistema
59301,presidencialista
59302,en
59303,otro
59304,tema
59305,lópez
59306,obrador
59307,indicó
59308,que
59309,el
59310,ejército
59311,cumplirá
59312,con
59313,su
59314,función
59315,que
59316,no
59317,reprima
59318,a
59319,los
59320,ciudadanos
59321,y
59322,comentó
59323,que
59324,esperará
59325,que
59326,la
59327,suprema
59328,corte
59329,de
59330,justicia
59331,resuelva
59332,sobre
59333,la
59334,ley
59335,de
59336,seguridad
59337,interior
59338,y
59339,adelantó
59340,es
59341,que
59342,el
59343,próximo
59344,comandante
59345,supremo
59346,de
59347,las
59348,fuerzas
59349,armadas
59350,nunca
59351,va
59352,a
59353,dar
59354,la
59355,orden
59356,al
59357,ejército
59358,ni
59359,a
59360,la
59361,marina
59362,para
59363,reprimir
59364,al
59365,pueblo
59366,explicó
59367,que
59368,buscará
59369,la
59370,manera
59371,de
59372,integrar
59373,a
59374,las
59375,corporaciones
59376,policiacas
59377,desde
59378,luego
59379,se
59380,profesionalizarán
59381,se
59382,coordinarán
59383,todas
59384,las
59385,fuerzas
59386,habrá
59387,mando
59388,único
59389,donde
59390,el
59391,titular
59392,del
59393,ejecutivo
59394,se
59395,haga
59396,cargo
59397,de
59398,coordinar
59399,los
59400,esfuerzos
59401,para
59402,garantizar
59403,la
59404,seguridad
59405,asimismo
59406,dijo
59407,se
59408,tiene
59409,que
59410,capacitar
59411,y
59412,formar
59413,a
59414,los
59415,cuerpos
59416,policiacos
59417,a
59418,partir
59419,de
59420,moralizar
59421,imprimir
59422,valores
59423,no
59424,solo
59425,es
59426,la
59427,técnica
59428,policiaca
59429,sino
59430,los
59431,soldados
59432,son
59433,pueblo
59434,uniformado
59435,pero
59436,también
59437,se
59438,les
59439,tiene
59440,que
59441,pagar
59442,bien
59443,a
59444,los
59445,policías
59446,a
59447,los
59448,soldados
59449,a
59450,los
59451,marinos
59452,que
59453,están
59454,muy
59455,desatendidos
59456,no
59457,tienen
59458,prestaciones
59459,manifestó
59460,que
59461,se
59462,no
59463,afectará
59464,a
59465,derechos
59466,humanos
59467,se
59468,analizará
59469,qué
59470,conviene
59471,más
59472,para
59473,conseguir
59474,la
59475,paz
59476,ver
59477,si
59478,es
59479,necesario
59480,o
59481,no
59482,sacar
59483,al
59484,ejército
59485,de
59486,las
59487,calles
59488,y
59489,tiene
59490,confianza
59491,que
59492,si
59493,todos
59494,ayudan
59495,se
59496,serenará
59497,al
59498,país
59499,expuso
59500,que
59501,sobre
59502,los
59503,temas
59504,relacionados
59505,con
59506,inseguridad
59507,y
59508,la
59509,violencia
59510,se
59511,tienen
59512,que
59513,analizar
59514,que
59515,no
59516,haya
59517,mitos
59518,que
59519,no
59520,haya
59521,tabús
59522,que
59523,se
59524,discuta
59525,todo
59526,porque
59527,es
59528,muy
59529,grave
59530,el
59531,problema
59532,como
59533,para
59534,no
59535,dialogar
59536,todos
59537,los
59538,puntos
59539,de
59540,vista
59541,y
59542,por
59543,eso
59544,su
59545,interés
59546,de
59547,llevar
59548,a
59549,cabo
59550,los
59551,encuentros
59552,del
59553,primero
59554,de
59555,julio
59556,al
59557,primero
59558,de
59559,diciembre
59560,dijo
59561,que
59562,se
59563,tiene
59564,que
59565,debatir
59566,todo
59567,y
59568,que
59569,se
59570,resuelva
59571,lo
59572,que
59573,más
59574,convenga
59575,a
59576,la
59577,sociedad
59578,nosotros
59579,tenemos
59580,una
59581,ventaja
59582,entre
59583,otras
59584,somos
59585,libres
59586,somos
59587,independientes
59588,no
59589,tenemos
59590,patrones
59591,no
59592,estamos
59593,sometidos
59594,a
59595,ningún
59596,gobierno
59597,extranjero
59598,podemos
59599,tomar
59600,cualquier
59601,decisión
59602,siempre
59603,y
59604,cuando
59605,convenga
59606,señaló
59607,que
59608,en
59609,el
59610,caso
59611,de
59612,la
59613,legalización
59614,de
59615,las
59616,drogas
59617,es
59618,un
59619,tema
59620,que
59621,se
59622,tiene
59623,que
59624,debatir
59625,pero
59626,lo
59627,mejor
59628,es
59629,atender
59630,las
59631,causas
59632,de
59633,la
59634,inseguridad
59635,y
59636,la
59637,violencia
59638,a
59639,la
59640,pregunta
59641,sobre
59642,una
59643,fiscalía
59644,independiente
59645,lópez
59646,obrador
59647,dijo
59648,que
59649,está
59650,a
59651,favor
59652,de
59653,crear
59654,una
59655,comisión
59656,de
59657,la
59658,verdad
59659,como
59660,es
59661,el
59662,caso
59663,de
59664,los
59665,jóvenes
59666,de
59667,ayotzinapa
59668,porque
59669,conviene
59670,conocer
59671,la
59672,verdad
59673,castigar
59674,a
59675,los
59676,responsables
59677,que
59678,no
59679,haya
59680,impunidad
59681,y
59682,esto
59683,fortalecería
59684,al
59685,ejército
59686,sostuvo
59687,que
59688,le
59689,molesta
59690,mucho
59691,que
59692,gobiernos
59693,extranjeros
59694,acusen
59695,al
59696,gobierno
59697,de
59698,méxico
59699,de
59700,ocultar
59701,la
59702,verdad
59703,no
59704,le
59705,gusta
59706,que
59707,haya
59708,esa
59709,injerencia
59710,porque
59711,un
59712,gobierno
59713,cuando
59714,actúa
59715,con
59716,la
59717,verdad
59718,tiene
59719,fortaleza
59720,y
59721,se
59722,tiene
59723,que
59724,procurar
59725,que
59726,haya
59727,justicia
59728,en
59729,el
59730,país
59731,el
59732,candidato
59733,a
59734,la
59735,presidencia
59736,de
59737,méxico
59738,resaltó
59739,que
59740,se
59741,debe
59742,de
59743,llegar
59744,al
59745,fondo
59746,en
59747,el
59748,caso
59749,ayotzinapa
59750,y
59751,otros
59752,asuntos
59753,señaló
59754,que
59755,ni
59756,el
59757,gobierno
59758,federal
59759,ni
59760,la
59761,procuraduría
59762,general
59763,debe
59764,de
59765,estar
59766,al
59767,servicio
59768,de
59769,la
59770,mafia
59771,del
59772,poder
59773,propuso
59774,que
59775,el
59776,ejecutivo
59777,puede
59778,dar
59779,nombres
59780,de
59781,tres
59782,personas
59783,para
59784,ser
59785,el
59786,nuevo
59787,fiscal
59788,en
59789,la
59790,impartición
59791,de
59792,justicia
59793,y
59794,el
59795,poder
59796,legislativo
59797,decida
59798,quién
59799,es
59800,el
59801,fiscal
59802,y
59803,en
59804,el
59805,nuevo
59806,gobierno
59807,democrático
59808,aplicará
59809,la
59810,transparencia
59811,en
59812,todo
59813,expresó
59814,que
59815,está
59816,abierto
59817,a
59818,que
59819,organizaciones
59820,internacionales
59821,que
59822,trabajan
59823,para
59824,evitar
59825,la
59826,impunidad
59827,y
59828,perseguir
59829,delitos
59830,puedan
59831,intervenir
59832,en
59833,méxico
59834,para
59835,resolver
59836,casos
59837,de
59838,odebrecht
59839,ayotzinapa
59840,entre
59841,otros
59842,dijo
59843,que
59844,le
59845,gustaría
59846,pero
59847,la
59848,ley
59849,no
59850,lo
59851,permite
59852,que
59853,el
59854,padre
59855,solalinde
59856,fuera
59857,el
59858,encargado
59859,de
59860,los
59861,derechos
59862,humanos
59863,y
59864,que
59865,javier
59866,sicilia
59867,estuviese
59868,en
59869,la
59870,comisión
59871,para
59872,encontrar
59873,a
59874,los
59875,desaparecidos
59876,yo
59877,quiero
59878,el
59879,apoyo
59880,de
59881,gente
59882,buena
59883,de
59884,gente
59885,con
59886,buenos
59887,sentimientos
59888,comentó
59889,que
59890,se
59891,llevará
59892,a
59893,la
59894,practica
59895,la
59896,máxima
59897,filosófica
59898,que
59899,es
59900,el
59901,amor
59902,al
59903,prójimo
59904,se
59905,quiere
59906,amor
59907,y
59908,que
59909,haya
59910,justicia
59911,felicidad
59912,todos
59913,serán
59914,convocados
59915,para
59916,ayudar
59917,en
59918,esa
59919,tarea
59920,y
59921,en
59922,la
59923,comisión
59924,de
59925,derechos
59926,humanos
59927,habrá
59928,la
59929,persona
59930,sensible
59931,recta
59932,justa
59933,no
59934,al
59935,amigo
59936,al
59937,compañero
59938,político
59939,aseguró
59940,que
59941,habrá
59942,una
59943,cuarta
59944,transformación
59945,de
59946,la
59947,vida
59948,pública
59949,del
59950,país
59951,y
59952,se
59953,hará
59954,por
59955,la
59956,vía
59957,pacífica
59958,y
59959,agregó
59960,que
59961,hay
59962,violencia
59963,porque
59964,no
59965,hay
59966,democracia
59967,se
59968,comprometió
59969,a
59970,tener
59971,una
59972,reunión
59973,del
59974,de
59975,septiembre
59976,para
59977,el
59978,diálogo
59979,con
59980,la
59981,paz
59982,y
59983,dijo
59984,dar
59985,todas
59986,las
59987,facilidades
59988,del
59989,gobierno
59990,para
59991,que
59992,se
59993,investigue
59994,sin
59995,restricciones
59996,con
59997,lo
59998,que
59999,tiene
60000,que
60001,ver
60002,con
60003,los
60004,derechos
60005,humanos
60006,pidió
60007,a
60008,apoyo
60009,a
60010,los
60011,asistentes
60012,para
60013,elaborar
60014,el
60015,plan
60016,de
60017,acción
60018,para
60019,lograr
60020,la
60021,paz
60022,y
60023,la
60024,tranquilidad
60025,en
60026,el
60027,país
60028,más
60029,tarde
60030,andrés
60031,manuel
60032,lópez
60033,obrador
60034,estuvo
60035,en
60036,tenancingo
60037,huixquilucan
60038,y
60039,cuautitlán
60040,estado
60041,de
60042,méxico
60043,para
60044,mañana
60045,visitará
60046,tula
60047,hidalgo
60048,cadereyta
60049,y
60050,san
60051,juan
60052,del
60053,río
60054,querétaro
60055,andrés
60056,manuel
60057,lópez
60058,obrador
60059,candidato
60060,a
60061,la
60062,presidencia
60063,de
60064,méxico
60065,por
60066,la
60067,coalición
60068,juntos
60069,haremos
60070,historia
60071,visita
60072,el
60073,municipio
60074,de
60075,jilotepec
60076,en
60077,el
60078,estado
60079,de
60080,méxico
60081,boletín
60082,campaña
60083,_________________________________________________
60084,jilotepec
60085,estado
60086,de
60087,méxico
60088,de
60089,mayo
60090,de
60091,andrés
60092,manuel
60093,lópez
60094,obrador
60095,rechazó
60096,que
60097,el
60098,nuevo
60099,aeropuerto
60100,de
60101,la
60102,ciudad
60103,de
60104,méxico
60105,sea
60106,concesionado
60107,después
60108,de
60109,que
60110,se
60111,termine
60112,la
60113,construcción
60114,porque
60115,como
60116,se
60117,decía
60118,antes
60119,nos
60120,arruchan
60121,nos
60122,quitarían
60123,todo
60124,el
60125,dinero
60126,del
60127,presupuesto
60128,público
60129,informó
60130,que
60131,ayer
60132,dijo
60133,el
60134,director
60135,del
60136,grupo
60137,aeroportuario
60138,de
60139,la
60140,ciudad
60141,de
60142,méxico
60143,federico
60144,patiño
60145,que
60146,es
60147,viable
60148,la
60149,propuesta
60150,de
60151,dar
60152,la
60153,concesión
60154,del
60155,nuevo
60156,aeropuerto
60157,pero
60158,después
60159,de
60160,ser
60161,terminado
60162,así
60163,no
60164,tiene
60165,sentido
60166,cómo
60167,se
60168,lo
60169,vamos
60170,a
60171,hacer
60172,con
60173,dinero
60174,del
60175,pueblo
60176,de
60177,méxico
60178,y
60179,después
60180,se
60181,los
60182,vamos
60183,a
60184,concesionar
60185,ah
60186,que
60187,vivillos
60188,en
60189,entrevista
60190,el
60191,candidato
60192,por
60193,la
60194,coalición
60195,juntos
60196,haremos
60197,historia
60198,a
60199,la
60200,presidencia
60201,de
60202,la
60203,república
60204,detalló
60205,sus
60206,términos
60207,para
60208,la
60209,construcción
60210,del
60211,nuevo
60212,aeropuerto
60213,que
60214,ya
60215,se
60216,haga
60217,la
60218,licitación
60219,el
60220,gobierno
60221,federal
60222,deje
60223,de
60224,invertir
60225,quienes
60226,construyen
60227,el
60228,nuevo
60229,aeropuerto
60230,hagan
60231,la
60232,inversión
60233,y
60234,ellos
60235,corran
60236,los
60237,riesgos
60238,además
60239,que
60240,se
60241,encarguen
60242,de
60243,administrar
60244,el
60245,nuevo
60246,aeropuerto
60247,es
60248,decir
60249,que
60250,tengan
60251,una
60252,concesión
60253,y
60254,que
60255,les
60256,vaya
60257,muy
60258,bien
60259,slim
60260,ha
60261,dicho
60262,de
60263,que
60264,es
60265,un
60266,buen
60267,negocio
60268,pues
60269,adelante
60270,que
60271,participe
60272,en
60273,la
60274,licitación
60275,vamos
60276,a
60277,convocar
60278,a
60279,técnicos
60280,de
60281,inobjetable
60282,honestidad
60283,de
60284,constructores
60285,expertos
60286,y
60287,que
60288,expertos
60289,independientes
60290,hagan
60291,la
60292,propuesta
60293,para
60294,la
60295,licitación
60296,y
60297,que
60298,se
60299,les
60300,pueda
60301,presentar
60302,esto
60303,como
60304,una
60305,opción
60306,como
60307,una
60308,alternativa
60309,dijo
60310,adelantó
60311,que
60312,al
60313,día
60314,siguiente
60315,de
60316,su
60317,triunfo
60318,en
60319,las
60320,elecciones
60321,del
60322,de
60323,julio
60324,irá
60325,a
60326,tratar
60327,con
60328,enrique
60329,peña
60330,nieto
60331,el
60332,tema
60333,del
60334,nuevo
60335,aeropuerto
60336,y
60337,que
60338,bueno
60339,que
60340,se
60341,abrió
60342,el
60343,tema
60344,señaló
60345,que
60346,no
60347,quisieron
60348,que
60349,se
60350,discutiera
60351,la
60352,construcción
60353,del
60354,nuevo
60355,aeropuerto
60356,en
60357,las
60358,mesas
60359,que
60360,propuso
60361,donde
60362,participarían
60363,especialistas
60364,cinco
60365,de
60366,la
60367,iniciativa
60368,privada
60369,cinco
60370,de
60371,los
60372,empresarios
60373,y
60374,cinco
60375,de
60376,su
60377,equipo
60378,de
60379,campaña
60380,porque
60381,los
60382,de
60383,la
60384,mafia
60385,del
60386,poder
60387,regañaron
60388,al
60389,presidente
60390,del
60391,consejo
60392,coordinador
60393,empresarial
60394,cce
60395,juan
60396,pablo
60397,castañón
60398,después
60399,dijo
60400,castañón
60401,se
60402,rajó
60403,se
60404,hizo
60405,a
60406,un
60407,lado
60408,pero
60409,como
60410,siguió
60411,el
60412,asunto
60413,salió
60414,a
60415,declarar
60416,a
60417,carlos
60418,slim
60419,se
60420,mantiene
60421,el
60422,tema
60423,y
60424,ya
60425,se
60426,abrió
60427,el
60428,debate
60429,que
60430,bueno
60431,asimismo
60432,indicó
60433,que
60434,tiene
60435,una
60436,alternativa
60437,que
60438,es
60439,la
60440,construcción
60441,de
60442,dos
60443,pistas
60444,en
60445,el
60446,aeropuerto
60447,militar
60448,de
60449,santa
60450,lucía
60451,con
60452,las
60453,obras
60454,de
60455,infraestructura
60456,con
60457,la
60458,nueva
60459,terminal
60460,representaría
60461,una
60462,inversión
60463,de
60464,mil
60465,millones
60466,de
60467,pesos
60468,y
60469,se
60470,resolvería
60471,el
60472,problema
60473,con
60474,el
60475,por
60476,ciento
60477,de
60478,lo
60479,que
60480,estima
60481,el
60482,gobierno
60483,federal
60484,manifestó
60485,que
60486,no
60487,se
60488,tiene
60489,que
60490,gastar
60491,tanto
60492,en
60493,la
60494,construcción
60495,del
60496,aeropuerto
60497,en
60498,el
60499,lago
60500,de
60501,texcoco
60502,porque
60503,hasta
60504,ahora
60505,es
60506,una
60507,inversión
60508,estimada
60509,de
60510,mil
60511,millones
60512,de
60513,pesos
60514,pero
60515,se
60516,puede
60517,consumir
60518,mucho
60519,más
60520,dinero
60521,del
60522,presupuesto
60523,de
60524,todos
60525,los
60526,ciudadanos
60527,expresó
60528,que
60529,la
60530,inversión
60531,que
60532,se
60533,daría
60534,al
60535,aeropuerto
60536,militar
60537,de
60538,santa
60539,lucía
60540,es
60541,lo
60542,que
60543,llevan
60544,ejercido
60545,del
60546,presupuesto
60547,y
60548,solo
60549,se
60550,ha
60551,utilizado
60552,para
60553,el
60554,relleno
60555,del
60556,terreno
60557,es
60558,auténticamente
60559,un
60560,barril
60561,del
60562,fondo
60563,señaló
60564,que
60565,el
60566,terreno
60567,en
60568,el
60569,lago
60570,de
60571,texcoco
60572,y
60573,lo
60574,que
60575,lleven
60576,de
60577,relleno
60578,se
60579,utilicen
60580,para
60581,oficinas
60582,edificios
60583,no
60584,muy
60585,altos
60586,porque
60587,es
60588,un
60589,suelo
60590,gelatinoso
60591,pero
60592,se
60593,pueden
60594,utilizar
60595,el
60596,terreno
60597,para
60598,otras
60599,actividades
60600,detalló
60601,que
60602,las
60603,acciones
60604,del
60605,nuevo
60606,gobierno
60607,serán
60608,rescatar
60609,la
60610,planta
60611,de
60612,fertilizantes
60613,que
60614,costó
60615,un
60616,dineral
60617,y
60618,la
60619,quieren
60620,rematar
60621,de
60622,nuevo
60623,detener
60624,la
60625,licitación
60626,de
60627,todas
60628,las
60629,costas
60630,de
60631,yucatán
60632,y
60633,de
60634,quintana
60635,roo
60636,que
60637,las
60638,quieren
60639,concesionar
60640,para
60641,la
60642,expropiación
60643,petrolera
60644,comentó
60645,que
60646,a
60647,ricardo
60648,anaya
60649,lo
60650,han
60651,estado
60652,inflando
60653,y
60654,no
60655,levanta
60656,ya
60657,lo
60658,volvió
60659,a
60660,alcanzar
60661,josé
60662,antonio
60663,meade
60664,meade
60665,empató
60666,anaya
60667,según
60668,en
60669,la
60670,última
60671,encuesta
60672,de
60673,saba
60674,donde
60675,anaya
60676,va
60677,para
60678,abajo
60679,meade
60680,repunta
60681,y
60682,eso
60683,lo
60684,atribuyen
60685,por
60686,el
60687,cambio
60688,de
60689,dirigencia
60690,yo
60691,sigo
60692,arriba
60693,pobremente
60694,ya
60695,vamos
60696,arriba
60697,de
60698,sin
60699,presumir
60700,estamos
60701,en
60702,la
60703,entrada
60704,y
60705,vamos
60706,ganando
60707,a
60708,cero
60709,y
60710,el
60711,pitcher
60712,que
60713,tenemos
60714,estamos
60715,tirando
60716,a
60717,más
60718,de
60719,millas
60720,y
60721,nos
60722,toca
60723,atender
60724,nos
60725,toca
60726,arreglar
60727,al
60728,séptimo
60729,al
60730,octavo
60731,al
60732,noveno
60733,bat
60734,de
60735,ellos
60736,dijo
60737,a
60738,la
60739,pregunta
60740,de
60741,los
60742,reporteros
60743,sobre
60744,su
60745,opinión
60746,a
60747,lo
60748,que
60749,dijo
60750,enrique
60751,peña
60752,nieto
60753,que
60754,la
60755,propuesta
60756,autosuficiencia
60757,alimentaria
60758,es
60759,errónea
60760,lópez
60761,obrador
60762,contestó
60763,que
60764,amor
60765,y
60766,paz
60767,nada
60768,de
60769,pleito
60770,nada
60771,de
60772,pleito
60773,a
60774,la
60775,pregunta
60776,de
60777,los
60778,reporteros
60779,sobre
60780,lo
60781,que
60782,dijo
60783,meade
60784,en
60785,milenio
60786,que
60787,es
60788,el
60789,verdadero
60790,cambio
60791,el
60792,candidato
60793,presidencial
60794,respondió
60795,que
60796,nada
60797,y
60798,respeto
60799,respeto
60800,respeto
60801,en
60802,jilotepec
60803,estado
60804,de
60805,méxico
60806,andrés
60807,manuel
60808,lópez
60809,obrador
60810,expresó
60811,que
60812,está
60813,arriba
60814,en
60815,las
60816,encuestas
60817,más
60818,de
60819,puntos
60820,y
60821,pidió
60822,no
60823,confiarse
60824,porque
60825,si
60826,fuese
60827,confiado
60828,estaría
60829,como
60830,los
60831,otros
60832,candidatos
60833,en
60834,la
60835,ciudad
60836,de
60837,méxico
60838,dando
60839,conferencias
60840,informó
60841,que
60842,hace
60843,cuatro
60844,actos
60845,diarios
60846,y
60847,como
60848,hoy
60849,estuvo
60850,en
60851,jilotepec
60852,morelos
60853,tula
60854,hidalgo
60855,cadereyta
60856,querétaro
60857,y
60858,más
60859,tarde
60860,visitará
60861,san
60862,juan
60863,del
60864,río
60865,querétaro
60866,el
60867,martes
60868,tendrá
60869,tres
60870,actos
60871,panuco
60872,tantoyuca
60873,y
60874,tuxpan
60875,veracruz
60876,trabaja
60877,intensamente
60878,porque
60879,enfrenta
60880,una
60881,mafia
60882,del
60883,poder
60884,que
60885,no
60886,quiere
60887,perder
60888,el
60889,privilegio
60890,de
60891,mandar
60892,expuso
60893,al
60894,decir
60895,que
60896,quienes
60897,se
60898,creen
60899,que
60900,mandan
60901,en
60902,méxico
60903,aplican
60904,la
60905,guerra
60906,sucia
60907,dicen
60908,que
60909,si
60910,gana
60911,morena
60912,méxico
60913,será
60914,como
60915,venezuela
60916,y
60917,utilizan
60918,la
60919,compra
60920,del
60921,voto
60922,llamó
60923,a
60924,hablar
60925,con
60926,los
60927,ciudadanos
60928,para
60929,que
60930,no
60931,vendan
60932,sus
60933,votos
60934,a
60935,cambio
60936,de
60937,migajas
60938,y
60939,pidió
60940,que
60941,se
60942,vote
60943,parejo
60944,por
60945,los
60946,candidatos
60947,de
60948,la
60949,coalición
60950,juntos
60951,haremos
60952,historia
60953,para
60954,ganar
60955,la
60956,presidencia
60957,de
60958,méxico
60959,y
60960,la
60961,mayoría
60962,en
60963,la
60964,cámara
60965,de
60966,diputados
60967,y
60968,en
60969,el
60970,senado
60971,de
60972,la
60973,república
60974,el
60975,candidato
60976,de
60977,la
60978,coalición
60979,juntos
60980,haremos
60981,historia
60982,mandó
60983,un
60984,abrazo
60985,y
60986,felicitó
60987,anticipadamente
60988,a
60989,las
60990,madres
60991,porque
60992,mañana
60993,se
60994,festeja
60995,su
60996,día
60997,manifestó
60998,su
60999,apoyo
61000,a
61001,los
61002,campesinos
61003,productores
61004,habitantes
61005,de
61006,esta
61007,región
61008,de
61009,peñas
61010,de
61011,jilotepec
61012,porque
61013,se
61014,lleva
61015,a
61016,cabo
61017,una
61018,tala
61019,irracional
61020,de
61021,árboles
61022,y
61023,se
61024,comprometió
61025,a
61026,que
61027,después
61028,de
61029,dos
61030,días
61031,del
61032,triunfo
61033,presentará
61034,el
61035,tema
61036,a
61037,enrique
61038,peña
61039,nieto
61040,para
61041,darle
61042,solución
61043,pero
61044,se
61045,tienen
61046,que
61047,presentar
61048,denuncias
61049,que
61050,se
61051,hagan
61052,dijo
61053,que
61054,tiene
61055,de
61056,ventajas
61057,va
61058,requetebién
61059,falta
61060,muy
61061,poco
61062,no
61063,se
61064,han
61065,podido
61066,poner
61067,de
61068,acuerdo
61069,los
61070,de
61071,la
61072,mafia
61073,del
61074,poder
61075,reconoció
61076,que
61077,se
61078,equivocó
61079,aunque
61080,no
61081,termina
61082,mayo
61083,porque
61084,dijo
61085,que
61086,para
61087,abril
61088,o
61089,para
61090,mayo
61091,se
61092,iban
61093,a
61094,poner
61095,de
61096,acuerdo
61097,se
61098,iban
61099,a
61100,unir
61101,todos
61102,en
61103,su
61104,contra
61105,pero
61106,no
61107,se
61108,han
61109,puesto
61110,de
61111,acuerdo
61112,aunque
61113,se
61114,unieran
61115,le
61116,ganaríamos
61117,la
61118,presidencia
61119,de
61120,la
61121,república
61122,porque
61123,son
61124,dos
61125,proyectos
61126,distintos
61127,de
61128,nación
61129,describió
61130,que
61131,el
61132,de
61133,sus
61134,adversarios
61135,tienen
61136,que
61137,ver
61138,con
61139,las
61140,élites
61141,del
61142,poder
61143,económico
61144,y
61145,del
61146,poder
61147,político
61148,y
61149,el
61150,proyecto
61151,de
61152,millones
61153,de
61154,mexicanos
61155,es
61156,la
61157,transformación
61158,del
61159,país
61160,por
61161,eso
61162,se
61163,logra
61164,la
61165,unidad
61166,de
61167,todos
61168,los
61169,partidos
61170,no
61171,es
61172,solo
61173,morena
61174,el
61175,pt
61176,el
61177,pes
61178,sino
61179,militantes
61180,de
61181,todos
61182,los
61183,partidos
61184,porque
61185,solo
61186,el
61187,pueblo
61188,unido
61189,y
61190,organizado
61191,puede
61192,salvar
61193,a
61194,la
61195,nación
61196,expresó
61197,que
61198,el
61199,pueblo
61200,está
61201,a
61202,disgusto
61203,porque
61204,quienes
61205,se
61206,creen
61207,amos
61208,y
61209,señores
61210,de
61211,méxico
61212,se
61213,han
61214,dedicado
61215,a
61216,saquear
61217,al
61218,país
61219,pero
61220,hay
61221,mucha
61222,alegría
61223,porque
61224,la
61225,gente
61226,está
61227,esperanzada
61228,que
61229,pronto
61230,muy
61231,pronto
61232,se
61233,logrará
61234,la
61235,transformación
61236,de
61237,méxico
61238,y
61239,se
61240,arrancará
61241,de
61242,raíz
61243,el
61244,régimen
61245,de
61246,injusticias
61247,y
61248,privilegios
61249,alertó
61250,que
61251,los
61252,mañosos
61253,están
61254,bajando
61255,costales
61256,de
61257,dinero
61258,mucho
61259,dinero
61260,para
61261,comprar
61262,los
61263,votos
61264,y
61265,llamó
61266,a
61267,defender
61268,los
61269,votos
61270,el
61271,próximo
61272,primero
61273,de
61274,julio
61275,para
61276,ganar
61277,por
61278,gran
61279,ventaja
61280,más
61281,tarde
61282,estuvo
61283,en
61284,cadereyta
61285,y
61286,san
61287,juan
61288,del
61289,río
61290,querétaro
61291,donde
61292,dijo
61293,que
61294,lo
61295,quiera
61296,o
61297,no
61298,lo
61299,quiera
61300,la
61301,mafia
61302,va
61303,para
61304,fuera
61305,y
61306,se
61307,comprometió
61308,que
61309,antes
61310,del
61311,primero
61312,de
61313,diciembre
61314,regresará
61315,como
61316,presidente
61317,electo
61318,para
61319,presentar
61320,el
61321,programa
61322,de
61323,desarrollo
61324,de
61325,la
61326,región
61327,es
61328,decir
61329,lo
61330,que
61331,el
